"constituency","Party","election","Classification","Median_Age","Total_Rural_Population","Total_Urban_Population","Higher_Managerial","Lower_Managerial","Intermediate_Occupations","Small_Employers","Lower_Supervisory","Semi_Routine","Routine_Occupations","Never_Worked_Unemployed","Never_Worked","Long_Term_Unemployed","Total_Students_Count","yearly_avg_tavg","yearly_avg_tmin","yearly_avg_tmax","yearly_avg_prcp","yearly_avg_wspd","yearly_avg_pres","yearly_avg_tsun","Election","country.region","con_share","lib_share","lab_share","oth_share","environment","Flood Alert","Flood Warning","Update Flood Alert","Update Flood Warning","Severe Flood Warning","Update Severe Flood Warning","Flood Watch"
"stockport"," Green Party","2010","Predominantly Urban",38,0,85027,6520,13121,8905,5006,4259,9410,7106,3754,2402,1352,2371,9.24166666666667,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2010 General Election","North West",0.253,0.25,0.427,0.07,20,NA,NA,NA,NA,NA,NA,NA
"stockport"," Labour Party","2010","Predominantly Urban",38,0,85027,6520,13121,8905,5006,4259,9410,7106,3754,2402,1352,2371,9.24166666666667,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2010 General Election","North West",0.253,0.25,0.427,0.07,4,NA,NA,NA,NA,NA,NA,NA
"stockport"," Liberal Democrats","2010","Predominantly Urban",38,0,85027,6520,13121,8905,5006,4259,9410,7106,3754,2402,1352,2371,9.24166666666667,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2010 General Election","North West",0.253,0.25,0.427,0.07,4,NA,NA,NA,NA,NA,NA,NA
"sheffield south east"," UK Independence Party","2015","Predominantly Urban",40,387,92531,4339,10900,9281,5811,5538,12005,9315,4888,3592,1296,2514,9.90833333333334,6.24166666666666,13.875,43.9416666666667,17.375,1013.71111111111,7422.85714285714,"2015 General Election","Yorkshire and The Humber",0.174,0.053,0.514,0.259,0,190564,136888,0,13348,7100,0,0
"sheffield south east"," Labour Party","2015","Predominantly Urban",40,387,92531,4339,10900,9281,5811,5538,12005,9315,4888,3592,1296,2514,9.90833333333334,6.24166666666666,13.875,43.9416666666667,17.375,1013.71111111111,7422.85714285714,"2015 General Election","Yorkshire and The Humber",0.174,0.053,0.514,0.259,4,190564,136888,0,13348,7100,0,0
"sheffield south east"," Conservative Party","2015","Predominantly Urban",40,387,92531,4339,10900,9281,5811,5538,12005,9315,4888,3592,1296,2514,9.90833333333334,6.24166666666666,13.875,43.9416666666667,17.375,1013.71111111111,7422.85714285714,"2015 General Election","Yorkshire and The Humber",0.174,0.053,0.514,0.259,0,190564,136888,0,13348,7100,0,0
"sheffield south east"," Labour Party","2015","Predominantly Urban",40,387,92531,4339,10900,9281,5811,5538,12005,9315,4888,3592,1296,2514,9.90833333333334,6.24166666666666,13.875,43.9416666666667,17.375,1013.71111111111,7422.85714285714,"2015 General Election","Yorkshire and The Humber",0.174,0.053,0.514,0.259,0,190564,136888,0,13348,7100,0,0
"sheffield south east"," Conservative Party","2019","Predominantly Urban",40,387,92531,4339,10900,9281,5811,5538,12005,9315,4888,3592,1296,2514,9.90833333333334,6.24166666666666,13.875,43.9416666666667,17.375,1013.71111111111,7422.85714285714,"2019 General Election","Yorkshire and The Humber",0.359,0.051,0.461,0.13,0,288132,148788,44144,15112,1988,0,0
"sheffield south east"," Liberal Democrats","2019","Predominantly Urban",40,387,92531,4339,10900,9281,5811,5538,12005,9315,4888,3592,1296,2514,9.90833333333334,6.24166666666666,13.875,43.9416666666667,17.375,1013.71111111111,7422.85714285714,"2019 General Election","Yorkshire and The Humber",0.359,0.051,0.461,0.13,6,288132,148788,44144,15112,1988,0,0
"sheffield south east"," Labour Party","2019","Predominantly Urban",40,387,92531,4339,10900,9281,5811,5538,12005,9315,4888,3592,1296,2514,9.90833333333334,6.24166666666666,13.875,43.9416666666667,17.375,1013.71111111111,7422.85714285714,"2019 General Election","Yorkshire and The Humber",0.359,0.051,0.461,0.13,9,288132,148788,44144,15112,1988,0,0
"sheffield south east"," Labour Party","2019","Predominantly Urban",40,387,92531,4339,10900,9281,5811,5538,12005,9315,4888,3592,1296,2514,9.90833333333334,6.24166666666666,13.875,43.9416666666667,17.375,1013.71111111111,7422.85714285714,"2019 General Election","Yorkshire and The Humber",0.359,0.051,0.461,0.13,6,288132,148788,44144,15112,1988,0,0
"shipley"," Green Party","2015","Predominantly Urban",42,15182,79994,8810,17315,10685,6481,4438,8508,6316,2608,1611,997,2242,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2015 General Election","Yorkshire and The Humber",0.5,0.039,0.31,0.152,12,142923,102666,0,10011,5325,0,0
"shipley"," Green Party","2015","Predominantly Urban",42,15182,79994,8810,17315,10685,6481,4438,8508,6316,2608,1611,997,2242,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2015 General Election","Yorkshire and The Humber",0.5,0.039,0.31,0.152,23,142923,102666,0,10011,5325,0,0
"shipley"," Labour Party","2015","Predominantly Urban",42,15182,79994,8810,17315,10685,6481,4438,8508,6316,2608,1611,997,2242,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2015 General Election","Yorkshire and The Humber",0.5,0.039,0.31,0.152,2,142923,102666,0,10011,5325,0,0
"shipley"," Conservative Party","2017","Predominantly Urban",42,15182,79994,8810,17315,10685,6481,4438,8508,6316,2608,1611,997,2242,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2017 General Election","Yorkshire and The Humber",0.513,0.041,0.426,0.019,1,148248,38340,20661,3408,0,0,0
"shipley"," Labour Party","2017","Predominantly Urban",42,15182,79994,8810,17315,10685,6481,4438,8508,6316,2608,1611,997,2242,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2017 General Election","Yorkshire and The Humber",0.513,0.041,0.426,0.019,1,148248,38340,20661,3408,0,0,0
"shipley"," Labour Party","2017","Predominantly Urban",42,15182,79994,8810,17315,10685,6481,4438,8508,6316,2608,1611,997,2242,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2017 General Election","Yorkshire and The Humber",0.513,0.041,0.426,0.019,4,148248,38340,20661,3408,0,0,0
"shipley"," Conservative Party","2019","Predominantly Urban",42,15182,79994,8810,17315,10685,6481,4438,8508,6316,2608,1611,997,2242,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2019 General Election","Yorkshire and The Humber",0.508,0.059,0.392,0.04,1,243885,135255,51475,17750,2485,0,0
"shipley"," Green Party","2019","Predominantly Urban",42,15182,79994,8810,17315,10685,6481,4438,8508,6316,2608,1611,997,2242,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2019 General Election","Yorkshire and The Humber",0.508,0.059,0.392,0.04,27,243885,135255,51475,17750,2485,0,0
"shipley"," Liberal Democrats","2019","Predominantly Urban",42,15182,79994,8810,17315,10685,6481,4438,8508,6316,2608,1611,997,2242,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2019 General Election","Yorkshire and The Humber",0.508,0.059,0.392,0.04,8,243885,135255,51475,17750,2485,0,0
"shipley"," Green Party","2019","Predominantly Urban",42,15182,79994,8810,17315,10685,6481,4438,8508,6316,2608,1611,997,2242,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2019 General Election","Yorkshire and The Humber",0.508,0.059,0.392,0.04,78,243885,135255,51475,17750,2485,0,0
"shipley"," Conservative Party","2019","Predominantly Urban",42,15182,79994,8810,17315,10685,6481,4438,8508,6316,2608,1611,997,2242,9.24285714285714,5.45714285714286,13,NA,14.8428571428571,1012.03333333333,NA,"2019 General Election","Yorkshire and The Humber",0.508,0.059,0.392,0.04,0,243885,135255,51475,17750,2485,0,0
"stockton south"," Labour Party","2010","Predominantly Urban",39,1677,97900,7181,16481,10522,4971,5907,10443,8047,3820,2443,1377,3843,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.3142857142857,1012.4,6800,"2010 General Election","North East",0.389,0.151,0.383,0.077,0,6188,71468,0,0,132,0,132028
"stockton south"," UK Independence Party","2010","Predominantly Urban",39,1677,97900,7181,16481,10522,4971,5907,10443,8047,3820,2443,1377,3843,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.3142857142857,1012.4,6800,"2010 General Election","North East",0.389,0.151,0.383,0.077,0,6188,71468,0,0,132,0,132028
"stockton south"," Liberal Democrats","2010","Predominantly Urban",39,1677,97900,7181,16481,10522,4971,5907,10443,8047,3820,2443,1377,3843,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.3142857142857,1012.4,6800,"2010 General Election","North East",0.389,0.151,0.383,0.077,1,6188,71468,0,0,132,0,132028
"stockton south"," Labour Party","2010","Predominantly Urban",39,1677,97900,7181,16481,10522,4971,5907,10443,8047,3820,2443,1377,3843,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.3142857142857,1012.4,6800,"2010 General Election","North East",0.389,0.151,0.383,0.077,9,6188,71468,0,0,132,0,132028
"stockton south"," Labour Party","2017","Predominantly Urban",39,1677,97900,7181,16481,10522,4971,5907,10443,8047,3820,2443,1377,3843,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.3142857142857,1012.4,6800,"2017 General Election","North East",0.468,0.018,0.485,0.029,0,164385,42399,21057,3408,0,0,0
"stockton south"," Conservative Party","2017","Predominantly Urban",39,1677,97900,7181,16481,10522,4971,5907,10443,8047,3820,2443,1377,3843,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.3142857142857,1012.4,6800,"2017 General Election","North East",0.468,0.018,0.485,0.029,0,164385,42399,21057,3408,0,0,0
"stockton south"," Liberal Democrats","2017","Predominantly Urban",39,1677,97900,7181,16481,10522,4971,5907,10443,8047,3820,2443,1377,3843,9.00833333333333,5.11666666666667,12.8416666666667,59.8333333333333,14.3142857142857,1012.4,6800,"2017 General Election","North East",0.468,0.018,0.485,0.029,0,164385,42399,21057,3408,0,0,0
"shrewsbury and atcham"," Conservative Party","2010","Urban with Significant Rural",42,30667,71715,7541,17176,9519,7961,5386,11771,7779,2593,1616,977,2366,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2010 General Election",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"shrewsbury and atcham"," Liberal Democrats","2010","Urban with Significant Rural",42,30667,71715,7541,17176,9519,7961,5386,11771,7779,2593,1616,977,2366,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2010 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"shrewsbury and atcham"," UK Independence Party","2015","Urban with Significant Rural",42,30667,71715,7541,17176,9519,7961,5386,11771,7779,2593,1616,977,2366,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2015 General Election",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"shrewsbury and atcham"," Liberal Democrats","2015","Urban with Significant Rural",42,30667,71715,7541,17176,9519,7961,5386,11771,7779,2593,1616,977,2366,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2015 General Election",NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA
"shrewsbury and atcham"," Conservative Party","2015","Urban with Significant Rural",42,30667,71715,7541,17176,9519,7961,5386,11771,7779,2593,1616,977,2366,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2015 General Election",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"shrewsbury and atcham"," UK Independence Party","2015","Urban with Significant Rural",42,30667,71715,7541,17176,9519,7961,5386,11771,7779,2593,1616,977,2366,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2015 General Election",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"shrewsbury and atcham"," Liberal Democrats","2015","Urban with Significant Rural",42,30667,71715,7541,17176,9519,7961,5386,11771,7779,2593,1616,977,2366,9.275,5.275,13.2166666666667,51.6666666666667,12.425,1013.025,6970,"2015 General Election",NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"streatham"," Liberal Democrats","2010","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.183,0.358,0.428,0.031,0,NA,NA,NA,NA,NA,NA,NA
"streatham"," Labour Party","2010","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.183,0.358,0.428,0.031,0,NA,NA,NA,NA,NA,NA,NA
"streatham"," Conservative Party","2010","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.183,0.358,0.428,0.031,7,NA,NA,NA,NA,NA,NA,NA
"streatham"," Liberal Democrats","2010","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.183,0.358,0.428,0.031,2,NA,NA,NA,NA,NA,NA,NA
"streatham"," Liberal Democrats","2010","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.183,0.358,0.428,0.031,1,NA,NA,NA,NA,NA,NA,NA
"streatham"," Labour Party","2010","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.183,0.358,0.428,0.031,1,NA,NA,NA,NA,NA,NA,NA
"streatham"," Green Party","2010","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2010 General Election","London",0.183,0.358,0.428,0.031,24,NA,NA,NA,NA,NA,NA,NA
"streatham"," UK Independence Party","2015","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.251,0.09,0.53,0.129,9,NA,NA,NA,NA,NA,NA,NA
"streatham"," Green Party","2015","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.251,0.09,0.53,0.129,6,NA,NA,NA,NA,NA,NA,NA
"streatham"," Green Party","2015","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.251,0.09,0.53,0.129,26,NA,NA,NA,NA,NA,NA,NA
"streatham"," Green Party","2015","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.251,0.09,0.53,0.129,5,NA,NA,NA,NA,NA,NA,NA
"streatham"," UK Independence Party","2015","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.251,0.09,0.53,0.129,0,NA,NA,NA,NA,NA,NA,NA
"streatham"," UK Independence Party","2015","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.251,0.09,0.53,0.129,1,NA,NA,NA,NA,NA,NA,NA
"streatham"," Labour Party","2015","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2015 General Election","London",0.251,0.09,0.53,0.129,1,NA,NA,NA,NA,NA,NA,NA
"streatham"," Labour Party","2017","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2017 General Election","London",0.214,0.065,0.685,0.037,0,46851,483,7728,0,0,0,0
"streatham"," Green Party","2017","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2017 General Election","London",0.214,0.065,0.685,0.037,1,46851,483,7728,0,0,0,0
"streatham"," Conservative Party","2017","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2017 General Election","London",0.214,0.065,0.685,0.037,0,46851,483,7728,0,0,0,0
"streatham"," Green Party","2017","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2017 General Election","London",0.214,0.065,0.685,0.037,11,46851,483,7728,0,0,0,0
"streatham"," Labour Party","2017","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2017 General Election","London",0.214,0.065,0.685,0.037,4,46851,483,7728,0,0,0,0
"streatham"," Labour Party","2017","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2017 General Election","London",0.214,0.065,0.685,0.037,2,46851,483,7728,0,0,0,0
"streatham"," Liberal Democrats","2017","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2017 General Election","London",0.214,0.065,0.685,0.037,1,46851,483,7728,0,0,0,0
"streatham"," Liberal Democrats","2019","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2019 General Election","London",0.16,0.235,0.548,0.056,0,158976,17388,26910,3726,0,0,0
"streatham"," Labour Party","2019","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2019 General Election","London",0.16,0.235,0.548,0.056,3,158976,17388,26910,3726,0,0,0
"streatham"," Labour Party","2019","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2019 General Election","London",0.16,0.235,0.548,0.056,4,158976,17388,26910,3726,0,0,0
"streatham"," Labour Party","2019","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2019 General Election","London",0.16,0.235,0.548,0.056,5,158976,17388,26910,3726,0,0,0
"streatham"," Labour Party","2019","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2019 General Election","London",0.16,0.235,0.548,0.056,7,158976,17388,26910,3726,0,0,0
"streatham"," Labour Party","2019","Predominantly Urban",32,0,115046,13517,24305,9700,8109,4560,7838,6635,6595,4566,2029,6152,10.8833333333333,7.04166666666667,14.6416666666667,57.4166666666667,13.9,1013.61666666667,7185,"2019 General Election","London",0.16,0.235,0.548,0.056,14,158976,17388,26910,3726,0,0,0
"sittingbourne and sheppey"," Labour Party","2010","Predominantly Rural",40,24132,83973,5363,14148,11237,8310,6710,12136,11268,4808,3307,1501,2101,10.5166666666667,7.29166666666667,13.65,48.6666666666667,19.3666666666667,1013.95,9480,"2010 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"sittingbourne and sheppey"," Liberal Democrats","2010","Predominantly Rural",40,24132,83973,5363,14148,11237,8310,6710,12136,11268,4808,3307,1501,2101,10.5166666666667,7.29166666666667,13.65,48.6666666666667,19.3666666666667,1013.95,9480,"2010 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"sittingbourne and sheppey"," UK Independence Party","2010","Predominantly Rural",40,24132,83973,5363,14148,11237,8310,6710,12136,11268,4808,3307,1501,2101,10.5166666666667,7.29166666666667,13.65,48.6666666666667,19.3666666666667,1013.95,9480,"2010 General Election",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"sittingbourne and sheppey"," Conservative Party","2010","Predominantly Rural",40,24132,83973,5363,14148,11237,8310,6710,12136,11268,4808,3307,1501,2101,10.5166666666667,7.29166666666667,13.65,48.6666666666667,19.3666666666667,1013.95,9480,"2010 General Election",NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"sittingbourne and sheppey"," UK Independence Party","2015","Predominantly Rural",40,24132,83973,5363,14148,11237,8310,6710,12136,11268,4808,3307,1501,2101,10.5166666666667,7.29166666666667,13.65,48.6666666666667,19.3666666666667,1013.95,9480,"2015 General Election",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"sittingbourne and sheppey"," Conservative Party","2017","Predominantly Rural",40,24132,83973,5363,14148,11237,8310,6710,12136,11268,4808,3307,1501,2101,10.5166666666667,7.29166666666667,13.65,48.6666666666667,19.3666666666667,1013.95,9480,"2017 General Election",NA,NA,NA,NA,NA,1,33465,345,5520,0,0,0,0
"sittingbourne and sheppey"," Conservative Party","2017","Predominantly Rural",40,24132,83973,5363,14148,11237,8310,6710,12136,11268,4808,3307,1501,2101,10.5166666666667,7.29166666666667,13.65,48.6666666666667,19.3666666666667,1013.95,9480,"2017 General Election",NA,NA,NA,NA,NA,0,33465,345,5520,0,0,0,0
"sittingbourne and sheppey"," Labour Party","2017","Predominantly Rural",40,24132,83973,5363,14148,11237,8310,6710,12136,11268,4808,3307,1501,2101,10.5166666666667,7.29166666666667,13.65,48.6666666666667,19.3666666666667,1013.95,9480,"2017 General Election",NA,NA,NA,NA,NA,1,33465,345,5520,0,0,0,0
"sittingbourne and sheppey"," Liberal Democrats","2017","Predominantly Rural",40,24132,83973,5363,14148,11237,8310,6710,12136,11268,4808,3307,1501,2101,10.5166666666667,7.29166666666667,13.65,48.6666666666667,19.3666666666667,1013.95,9480,"2017 General Election",NA,NA,NA,NA,NA,0,33465,345,5520,0,0,0,0
"sittingbourne and sheppey"," Conservative Party","2017","Predominantly Rural",40,24132,83973,5363,14148,11237,8310,6710,12136,11268,4808,3307,1501,2101,10.5166666666667,7.29166666666667,13.65,48.6666666666667,19.3666666666667,1013.95,9480,"2017 General Election",NA,NA,NA,NA,NA,2,33465,345,5520,0,0,0,0
"sittingbourne and sheppey"," Conservative Party","2019","Predominantly Rural",40,24132,83973,5363,14148,11237,8310,6710,12136,11268,4808,3307,1501,2101,10.5166666666667,7.29166666666667,13.65,48.6666666666667,19.3666666666667,1013.95,9480,"2019 General Election",NA,NA,NA,NA,NA,0,158976,17388,26910,3726,0,0,0
"sittingbourne and sheppey"," Green Party","2019","Predominantly Rural",40,24132,83973,5363,14148,11237,8310,6710,12136,11268,4808,3307,1501,2101,10.5166666666667,7.29166666666667,13.65,48.6666666666667,19.3666666666667,1013.95,9480,"2019 General Election",NA,NA,NA,NA,NA,22,158976,17388,26910,3726,0,0,0
"sittingbourne and sheppey"," Liberal Democrats","2019","Predominantly Rural",40,24132,83973,5363,14148,11237,8310,6710,12136,11268,4808,3307,1501,2101,10.5166666666667,7.29166666666667,13.65,48.6666666666667,19.3666666666667,1013.95,9480,"2019 General Election",NA,NA,NA,NA,NA,7,158976,17388,26910,3726,0,0,0
"sittingbourne and sheppey"," Labour Party","2019","Predominantly Rural",40,24132,83973,5363,14148,11237,8310,6710,12136,11268,4808,3307,1501,2101,10.5166666666667,7.29166666666667,13.65,48.6666666666667,19.3666666666667,1013.95,9480,"2019 General Election",NA,NA,NA,NA,NA,4,158976,17388,26910,3726,0,0,0
"sittingbourne and sheppey"," Labour Party","2019","Predominantly Rural",40,24132,83973,5363,14148,11237,8310,6710,12136,11268,4808,3307,1501,2101,10.5166666666667,7.29166666666667,13.65,48.6666666666667,19.3666666666667,1013.95,9480,"2019 General Election",NA,NA,NA,NA,NA,5,158976,17388,26910,3726,0,0,0
"sittingbourne and sheppey"," Liberal Democrats","2019","Predominantly Rural",40,24132,83973,5363,14148,11237,8310,6710,12136,11268,4808,3307,1501,2101,10.5166666666667,7.29166666666667,13.65,48.6666666666667,19.3666666666667,1013.95,9480,"2019 General Election",NA,NA,NA,NA,NA,9,158976,17388,26910,3726,0,0,0
"sherwood"," Conservative Party","2010","Predominantly Rural",42,53858,40352,5532,13569,9147,6201,6132,11155,10576,2993,1937,1056,1770,9.76666666666667,6.325,13.1083333333333,48.0833333333333,18.1222222222222,1012.9,7885,"2010 General Election","East Midlands",0.392,0.149,0.388,0.071,4,NA,NA,NA,NA,NA,NA,NA
"sherwood"," Labour Party","2010","Predominantly Rural",42,53858,40352,5532,13569,9147,6201,6132,11155,10576,2993,1937,1056,1770,9.76666666666667,6.325,13.1083333333333,48.0833333333333,18.1222222222222,1012.9,7885,"2010 General Election","East Midlands",0.392,0.149,0.388,0.071,0,NA,NA,NA,NA,NA,NA,NA
"sherwood"," UK Independence Party","2010","Predominantly Rural",42,53858,40352,5532,13569,9147,6201,6132,11155,10576,2993,1937,1056,1770,9.76666666666667,6.325,13.1083333333333,48.0833333333333,18.1222222222222,1012.9,7885,"2010 General Election","East Midlands",0.392,0.149,0.388,0.071,0,NA,NA,NA,NA,NA,NA,NA
"sherwood"," Conservative Party","2019","Predominantly Rural",42,53858,40352,5532,13569,9147,6201,6132,11155,10576,2993,1937,1056,1770,9.76666666666667,6.325,13.1083333333333,48.0833333333333,18.1222222222222,1012.9,7885,"2019 General Election","East Midlands",0.608,0.055,0.301,0.036,0,69768,30438,2223,684,0,0,0
"sherwood"," Labour Party","2019","Predominantly Rural",42,53858,40352,5532,13569,9147,6201,6132,11155,10576,2993,1937,1056,1770,9.76666666666667,6.325,13.1083333333333,48.0833333333333,18.1222222222222,1012.9,7885,"2019 General Election","East Midlands",0.608,0.055,0.301,0.036,0,69768,30438,2223,684,0,0,0
"sherwood"," Labour Party","2019","Predominantly Rural",42,53858,40352,5532,13569,9147,6201,6132,11155,10576,2993,1937,1056,1770,9.76666666666667,6.325,13.1083333333333,48.0833333333333,18.1222222222222,1012.9,7885,"2019 General Election","East Midlands",0.608,0.055,0.301,0.036,3,69768,30438,2223,684,0,0,0
