Election,Party,environment,constituency,Election Date,Year Before Election,yearly_avg_tavg,yearly_avg_tmin,yearly_avg_tmax,yearly_avg_prcp,yearly_avg_wspd,yearly_avg_pres,yearly_avg_tsun
2010 General Election, Liberal Democrats,0,salford and eccles,2010-05-06,2009-05-06,9.241666666666667,5.508333333333334,12.950000000000001,51.666666666666664,13.979999999999997,1013.025,6970.0
2010 General Election, Labour Party,1,salford and eccles,2010-05-06,2009-05-06,9.241666666666667,5.508333333333334,12.950000000000001,51.666666666666664,13.979999999999997,1013.025,6970.0
2010 General Election, Labour Party,3,salford and eccles,2010-05-06,2009-05-06,9.241666666666667,5.508333333333334,12.950000000000001,51.666666666666664,13.979999999999997,1013.025,6970.0
2015 General Election, Labour Party,0,salford and eccles,2015-05-07,2014-05-07,9.241666666666667,5.508333333333334,12.950000000000001,51.666666666666664,13.979999999999997,1013.025,6970.0
2017 General Election, Labour Party,0,salford and eccles,2017-06-08,2016-06-08,9.241666666666667,5.508333333333334,12.950000000000001,51.666666666666664,13.979999999999997,1013.025,6970.0
2010 General Election, Labour Party,0,south west wiltshire,2010-05-06,2009-05-06,9.541666666666666,6.008333333333334,13.166666666666664,63.833333333333336,15.374999999999996,1013.8833333333333,8520.0
2010 General Election, Liberal Democrats,0,south west wiltshire,2010-05-06,2009-05-06,9.541666666666666,6.008333333333334,13.166666666666664,63.833333333333336,15.374999999999996,1013.8833333333333,8520.0
2010 General Election, Conservative Party,0,south west wiltshire,2010-05-06,2009-05-06,9.541666666666666,6.008333333333334,13.166666666666664,63.833333333333336,15.374999999999996,1013.8833333333333,8520.0
2015 General Election, Labour Party,3,south west wiltshire,2015-05-07,2014-05-07,9.541666666666666,6.008333333333334,13.166666666666664,63.833333333333336,15.374999999999996,1013.8833333333333,8520.0
2015 General Election, Conservative Party,4,south west wiltshire,2015-05-07,2014-05-07,9.541666666666666,6.008333333333334,13.166666666666664,63.833333333333336,15.374999999999996,1013.8833333333333,8520.0
2015 General Election, UK Independence Party,0,south west wiltshire,2015-05-07,2014-05-07,9.541666666666666,6.008333333333334,13.166666666666664,63.833333333333336,15.374999999999996,1013.8833333333333,8520.0
2015 General Election, Green Party,20,south west wiltshire,2015-05-07,2014-05-07,9.541666666666666,6.008333333333334,13.166666666666664,63.833333333333336,15.374999999999996,1013.8833333333333,8520.0
2015 General Election, Liberal Democrats,1,south west wiltshire,2015-05-07,2014-05-07,9.541666666666666,6.008333333333334,13.166666666666664,63.833333333333336,15.374999999999996,1013.8833333333333,8520.0
2019 General Election, Conservative Party,0,south west wiltshire,2019-12-12,2018-12-12,9.541666666666666,6.008333333333334,13.166666666666664,63.833333333333336,15.374999999999996,1013.8833333333333,8520.0
2019 General Election, Liberal Democrats,5,south west wiltshire,2019-12-12,2018-12-12,9.541666666666666,6.008333333333334,13.166666666666664,63.833333333333336,15.374999999999996,1013.8833333333333,8520.0
2010 General Election, Labour Party,0,sedgefield,2010-05-06,2009-05-06,9.008333333333335,5.116666666666666,12.841666666666663,59.833333333333336,14.314285714285715,1012.4,6800.0
2015 General Election, Conservative Party,0,sedgefield,2015-05-07,2014-05-07,9.008333333333335,5.116666666666666,12.841666666666663,59.833333333333336,14.314285714285715,1012.4,6800.0
2015 General Election, Labour Party,1,sedgefield,2015-05-07,2014-05-07,9.008333333333335,5.116666666666666,12.841666666666663,59.833333333333336,14.314285714285715,1012.4,6800.0
2015 General Election, Liberal Democrats,0,sedgefield,2015-05-07,2014-05-07,9.008333333333335,5.116666666666666,12.841666666666663,59.833333333333336,14.314285714285715,1012.4,6800.0
2015 General Election, UK Independence Party,0,sedgefield,2015-05-07,2014-05-07,9.008333333333335,5.116666666666666,12.841666666666663,59.833333333333336,14.314285714285715,1012.4,6800.0
2010 General Election, Conservative Party,2,sevenoaks,2010-05-06,2009-05-06,10.242857142857144,6.700000000000001,13.71428571428571,,14.074999999999996,1015.3499999999999,
2015 General Election, Liberal Democrats,0,sevenoaks,2015-05-07,2014-05-07,10.242857142857144,6.700000000000001,13.71428571428571,,14.074999999999996,1015.3499999999999,
2015 General Election, Labour Party,0,sevenoaks,2015-05-07,2014-05-07,10.242857142857144,6.700000000000001,13.71428571428571,,14.074999999999996,1015.3499999999999,
2015 General Election, Conservative Party,6,sevenoaks,2015-05-07,2014-05-07,10.242857142857144,6.700000000000001,13.71428571428571,,14.074999999999996,1015.3499999999999,
2015 General Election, Conservative Party,6,staffordshire moorlands,2015-05-07,2014-05-07,10.000000000000002,6.016666666666666,13.91666666666667,51.92499999999999,14.985714285714286,1014.0857142857143,8091.428571428572
2015 General Election, Labour Party,1,staffordshire moorlands,2015-05-07,2014-05-07,10.000000000000002,6.016666666666666,13.91666666666667,51.92499999999999,14.985714285714286,1014.0857142857143,8091.428571428572
2015 General Election, Conservative Party,2,staffordshire moorlands,2015-05-07,2014-05-07,10.000000000000002,6.016666666666666,13.91666666666667,51.92499999999999,14.985714285714286,1014.0857142857143,8091.428571428572
2015 General Election, Green Party,7,staffordshire moorlands,2015-05-07,2014-05-07,10.000000000000002,6.016666666666666,13.91666666666667,51.92499999999999,14.985714285714286,1014.0857142857143,8091.428571428572
2015 General Election, Labour Party,0,staffordshire moorlands,2015-05-07,2014-05-07,10.000000000000002,6.016666666666666,13.91666666666667,51.92499999999999,14.985714285714286,1014.0857142857143,8091.428571428572
2015 General Election, UK Independence Party,0,staffordshire moorlands,2015-05-07,2014-05-07,10.000000000000002,6.016666666666666,13.91666666666667,51.92499999999999,14.985714285714286,1014.0857142857143,8091.428571428572
2015 General Election, Conservative Party,0,staffordshire moorlands,2015-05-07,2014-05-07,10.000000000000002,6.016666666666666,13.91666666666667,51.92499999999999,14.985714285714286,1014.0857142857143,8091.428571428572
2015 General Election, Liberal Democrats,10,staffordshire moorlands,2015-05-07,2014-05-07,10.000000000000002,6.016666666666666,13.91666666666667,51.92499999999999,14.985714285714286,1014.0857142857143,8091.428571428572
2015 General Election, Green Party,27,staffordshire moorlands,2015-05-07,2014-05-07,10.000000000000002,6.016666666666666,13.91666666666667,51.92499999999999,14.985714285714286,1014.0857142857143,8091.428571428572
2015 General Election, Labour Party,3,staffordshire moorlands,2015-05-07,2014-05-07,10.000000000000002,6.016666666666666,13.91666666666667,51.92499999999999,14.985714285714286,1014.0857142857143,8091.428571428572
2015 General Election, Conservative Party,1,staffordshire moorlands,2015-05-07,2014-05-07,10.000000000000002,6.016666666666666,13.91666666666667,51.92499999999999,14.985714285714286,1014.0857142857143,8091.428571428572
2019 General Election, Liberal Democrats,10,staffordshire moorlands,2019-12-12,2018-12-12,10.000000000000002,6.016666666666666,13.91666666666667,51.92499999999999,14.985714285714286,1014.0857142857143,8091.428571428572
2019 General Election, Labour Party,5,staffordshire moorlands,2019-12-12,2018-12-12,10.000000000000002,6.016666666666666,13.91666666666667,51.92499999999999,14.985714285714286,1014.0857142857143,8091.428571428572
2010 General Election, Labour Party,1,sefton central,2010-05-06,2009-05-06,9.208333333333334,6.233333333333332,11.583333333333334,,17.84,1014.2749999999996,
2010 General Election, Conservative Party,6,sefton central,2010-05-06,2009-05-06,9.208333333333334,6.233333333333332,11.583333333333334,,17.84,1014.2749999999996,
2010 General Election, Labour Party,0,sefton central,2010-05-06,2009-05-06,9.208333333333334,6.233333333333332,11.583333333333334,,17.84,1014.2749999999996,
2010 General Election, Conservative Party,1,sefton central,2010-05-06,2009-05-06,9.208333333333334,6.233333333333332,11.583333333333334,,17.84,1014.2749999999996,
2015 General Election, Liberal Democrats,2,sefton central,2015-05-07,2014-05-07,9.208333333333334,6.233333333333332,11.583333333333334,,17.84,1014.2749999999996,
2015 General Election, Conservative Party,1,sefton central,2015-05-07,2014-05-07,9.208333333333334,6.233333333333332,11.583333333333334,,17.84,1014.2749999999996,
2015 General Election, UK Independence Party,0,sefton central,2015-05-07,2014-05-07,9.208333333333334,6.233333333333332,11.583333333333334,,17.84,1014.2749999999996,
2019 General Election, Conservative Party,8,sefton central,2019-12-12,2018-12-12,9.208333333333334,6.233333333333332,11.583333333333334,,17.84,1014.2749999999996,
2010 General Election, Labour Party,0,sheffield central,2010-05-06,2009-05-06,9.241666666666667,5.875,12.958333333333334,48.083333333333336,15.114285714285714,1012.8916666666668,7885.0
2010 General Election, Liberal Democrats,1,sheffield central,2010-05-06,2009-05-06,9.241666666666667,5.875,12.958333333333334,48.083333333333336,15.114285714285714,1012.8916666666668,7885.0
2015 General Election, Green Party,18,sheffield central,2015-05-07,2014-05-07,9.241666666666667,5.875,12.958333333333334,48.083333333333336,15.114285714285714,1012.8916666666668,7885.0
2015 General Election, Labour Party,2,sheffield central,2015-05-07,2014-05-07,9.241666666666667,5.875,12.958333333333334,48.083333333333336,15.114285714285714,1012.8916666666668,7885.0
2015 General Election, Labour Party,1,sheffield central,2015-05-07,2014-05-07,9.241666666666667,5.875,12.958333333333334,48.083333333333336,15.114285714285714,1012.8916666666668,7885.0
2015 General Election, Liberal Democrats,2,sheffield central,2015-05-07,2014-05-07,9.241666666666667,5.875,12.958333333333334,48.083333333333336,15.114285714285714,1012.8916666666668,7885.0
2015 General Election, Conservative Party,0,sheffield central,2015-05-07,2014-05-07,9.241666666666667,5.875,12.958333333333334,48.083333333333336,15.114285714285714,1012.8916666666668,7885.0
2015 General Election, Green Party,21,sheffield central,2015-05-07,2014-05-07,9.241666666666667,5.875,12.958333333333334,48.083333333333336,15.114285714285714,1012.8916666666668,7885.0
2015 General Election, Green Party,11,sheffield central,2015-05-07,2014-05-07,9.241666666666667,5.875,12.958333333333334,48.083333333333336,15.114285714285714,1012.8916666666668,7885.0
2015 General Election, Labour Party,4,sheffield central,2015-05-07,2014-05-07,9.241666666666667,5.875,12.958333333333334,48.083333333333336,15.114285714285714,1012.8916666666668,7885.0
2015 General Election, Green Party,36,sheffield central,2015-05-07,2014-05-07,9.241666666666667,5.875,12.958333333333334,48.083333333333336,15.114285714285714,1012.8916666666668,7885.0
2017 General Election, Green Party,9,sheffield central,2017-06-08,2016-06-08,9.241666666666667,5.875,12.958333333333334,48.083333333333336,15.114285714285714,1012.8916666666668,7885.0
2017 General Election, Green Party,8,sheffield central,2017-06-08,2016-06-08,9.241666666666667,5.875,12.958333333333334,48.083333333333336,15.114285714285714,1012.8916666666668,7885.0
2017 General Election, Green Party,12,sheffield central,2017-06-08,2016-06-08,9.241666666666667,5.875,12.958333333333334,48.083333333333336,15.114285714285714,1012.8916666666668,7885.0
2017 General Election, Green Party,18,sheffield central,2017-06-08,2016-06-08,9.241666666666667,5.875,12.958333333333334,48.083333333333336,15.114285714285714,1012.8916666666668,7885.0
2017 General Election, Liberal Democrats,0,sheffield central,2017-06-08,2016-06-08,9.241666666666667,5.875,12.958333333333334,48.083333333333336,15.114285714285714,1012.8916666666668,7885.0
2017 General Election, Green Party,14,sheffield central,2017-06-08,2016-06-08,9.241666666666667,5.875,12.958333333333334,48.083333333333336,15.114285714285714,1012.8916666666668,7885.0
2019 General Election, Labour Party,11,sheffield central,2019-12-12,2018-12-12,9.241666666666667,5.875,12.958333333333334,48.083333333333336,15.114285714285714,1012.8916666666668,7885.0
2019 General Election, Green Party,25,sheffield central,2019-12-12,2018-12-12,9.241666666666667,5.875,12.958333333333334,48.083333333333336,15.114285714285714,1012.8916666666668,7885.0
2010 General Election, Conservative Party,7,stockport,2010-05-06,2009-05-06,9.241666666666667,5.2749999999999995,13.216666666666669,51.666666666666664,12.425,1013.025,6970.0
2010 General Election, Labour Party,1,stockport,2010-05-06,2009-05-06,9.241666666666667,5.2749999999999995,13.216666666666669,51.666666666666664,12.425,1013.025,6970.0
2010 General Election, Liberal Democrats,0,stockport,2010-05-06,2009-05-06,9.241666666666667,5.2749999999999995,13.216666666666669,51.666666666666664,12.425,1013.025,6970.0
2010 General Election, Liberal Democrats,5,stockport,2010-05-06,2009-05-06,9.241666666666667,5.2749999999999995,13.216666666666669,51.666666666666664,12.425,1013.025,6970.0
2010 General Election, Labour Party,3,stockport,2010-05-06,2009-05-06,9.241666666666667,5.2749999999999995,13.216666666666669,51.666666666666664,12.425,1013.025,6970.0
2010 General Election, Labour Party,15,stockport,2010-05-06,2009-05-06,9.241666666666667,5.2749999999999995,13.216666666666669,51.666666666666664,12.425,1013.025,6970.0
2010 General Election, Green Party,20,stockport,2010-05-06,2009-05-06,9.241666666666667,5.2749999999999995,13.216666666666669,51.666666666666664,12.425,1013.025,6970.0
2010 General Election, Labour Party,4,stockport,2010-05-06,2009-05-06,9.241666666666667,5.2749999999999995,13.216666666666669,51.666666666666664,12.425,1013.025,6970.0
2010 General Election, Liberal Democrats,4,stockport,2010-05-06,2009-05-06,9.241666666666667,5.2749999999999995,13.216666666666669,51.666666666666664,12.425,1013.025,6970.0
2015 General Election, UK Independence Party,0,sheffield south east,2015-05-07,2014-05-07,9.908333333333337,6.241666666666664,13.875,43.94166666666667,17.375,1013.7111111111112,7422.857142857143
2015 General Election, Labour Party,4,sheffield south east,2015-05-07,2014-05-07,9.908333333333337,6.241666666666664,13.875,43.94166666666667,17.375,1013.7111111111112,7422.857142857143
2015 General Election, Conservative Party,0,sheffield south east,2015-05-07,2014-05-07,9.908333333333337,6.241666666666664,13.875,43.94166666666667,17.375,1013.7111111111112,7422.857142857143
2015 General Election, Labour Party,0,sheffield south east,2015-05-07,2014-05-07,9.908333333333337,6.241666666666664,13.875,43.94166666666667,17.375,1013.7111111111112,7422.857142857143
2019 General Election, Conservative Party,0,sheffield south east,2019-12-12,2018-12-12,9.908333333333337,6.241666666666664,13.875,43.94166666666667,17.375,1013.7111111111112,7422.857142857143
2019 General Election, Liberal Democrats,6,sheffield south east,2019-12-12,2018-12-12,9.908333333333337,6.241666666666664,13.875,43.94166666666667,17.375,1013.7111111111112,7422.857142857143
2019 General Election, Labour Party,9,sheffield south east,2019-12-12,2018-12-12,9.908333333333337,6.241666666666664,13.875,43.94166666666667,17.375,1013.7111111111112,7422.857142857143
2019 General Election, Labour Party,6,sheffield south east,2019-12-12,2018-12-12,9.908333333333337,6.241666666666664,13.875,43.94166666666667,17.375,1013.7111111111112,7422.857142857143
2015 General Election, Green Party,12,shipley,2015-05-07,2014-05-07,9.242857142857142,5.457142857142857,13.000000000000004,,14.842857142857142,1012.0333333333333,
2015 General Election, Green Party,23,shipley,2015-05-07,2014-05-07,9.242857142857142,5.457142857142857,13.000000000000004,,14.842857142857142,1012.0333333333333,
2015 General Election, Labour Party,2,shipley,2015-05-07,2014-05-07,9.242857142857142,5.457142857142857,13.000000000000004,,14.842857142857142,1012.0333333333333,
2017 General Election, Conservative Party,1,shipley,2017-06-08,2016-06-08,9.242857142857142,5.457142857142857,13.000000000000004,,14.842857142857142,1012.0333333333333,
2017 General Election, Labour Party,1,shipley,2017-06-08,2016-06-08,9.242857142857142,5.457142857142857,13.000000000000004,,14.842857142857142,1012.0333333333333,
2017 General Election, Labour Party,4,shipley,2017-06-08,2016-06-08,9.242857142857142,5.457142857142857,13.000000000000004,,14.842857142857142,1012.0333333333333,
2019 General Election, Conservative Party,1,shipley,2019-12-12,2018-12-12,9.242857142857142,5.457142857142857,13.000000000000004,,14.842857142857142,1012.0333333333333,
2019 General Election, Green Party,27,shipley,2019-12-12,2018-12-12,9.242857142857142,5.457142857142857,13.000000000000004,,14.842857142857142,1012.0333333333333,
2019 General Election, Liberal Democrats,8,shipley,2019-12-12,2018-12-12,9.242857142857142,5.457142857142857,13.000000000000004,,14.842857142857142,1012.0333333333333,
2019 General Election, Green Party,78,shipley,2019-12-12,2018-12-12,9.242857142857142,5.457142857142857,13.000000000000004,,14.842857142857142,1012.0333333333333,
2019 General Election, Conservative Party,0,shipley,2019-12-12,2018-12-12,9.242857142857142,5.457142857142857,13.000000000000004,,14.842857142857142,1012.0333333333333,
2010 General Election, Labour Party,0,stockton south,2010-05-06,2009-05-06,9.008333333333333,5.116666666666666,12.841666666666667,59.833333333333336,14.314285714285715,1012.4000000000002,6800.0
2010 General Election, UK Independence Party,0,stockton south,2010-05-06,2009-05-06,9.008333333333333,5.116666666666666,12.841666666666667,59.833333333333336,14.314285714285715,1012.4000000000002,6800.0
2010 General Election, Liberal Democrats,1,stockton south,2010-05-06,2009-05-06,9.008333333333333,5.116666666666666,12.841666666666667,59.833333333333336,14.314285714285715,1012.4000000000002,6800.0
2010 General Election, Labour Party,9,stockton south,2010-05-06,2009-05-06,9.008333333333333,5.116666666666666,12.841666666666667,59.833333333333336,14.314285714285715,1012.4000000000002,6800.0
2017 General Election, Labour Party,0,stockton south,2017-06-08,2016-06-08,9.008333333333333,5.116666666666666,12.841666666666667,59.833333333333336,14.314285714285715,1012.4000000000002,6800.0
2017 General Election, Conservative Party,0,stockton south,2017-06-08,2016-06-08,9.008333333333333,5.116666666666666,12.841666666666667,59.833333333333336,14.314285714285715,1012.4000000000002,6800.0
2017 General Election, Liberal Democrats,0,stockton south,2017-06-08,2016-06-08,9.008333333333333,5.116666666666666,12.841666666666667,59.833333333333336,14.314285714285715,1012.4000000000002,6800.0
2010 General Election, Conservative Party,2,shrewsbury and atcham,2010-05-06,2009-05-06,9.275,5.275000000000001,13.216666666666669,51.666666666666664,12.424999999999999,1013.025,6970.0
2010 General Election, Liberal Democrats,0,shrewsbury and atcham,2010-05-06,2009-05-06,9.275,5.275000000000001,13.216666666666669,51.666666666666664,12.424999999999999,1013.025,6970.0
2015 General Election, UK Independence Party,2,shrewsbury and atcham,2015-05-07,2014-05-07,9.275,5.275000000000001,13.216666666666669,51.666666666666664,12.424999999999999,1013.025,6970.0
2015 General Election, Liberal Democrats,15,shrewsbury and atcham,2015-05-07,2014-05-07,9.275,5.275000000000001,13.216666666666669,51.666666666666664,12.424999999999999,1013.025,6970.0
2015 General Election, Conservative Party,1,shrewsbury and atcham,2015-05-07,2014-05-07,9.275,5.275000000000001,13.216666666666669,51.666666666666664,12.424999999999999,1013.025,6970.0
2015 General Election, UK Independence Party,1,shrewsbury and atcham,2015-05-07,2014-05-07,9.275,5.275000000000001,13.216666666666669,51.666666666666664,12.424999999999999,1013.025,6970.0
2015 General Election, Liberal Democrats,7,shrewsbury and atcham,2015-05-07,2014-05-07,9.275,5.275000000000001,13.216666666666669,51.666666666666664,12.424999999999999,1013.025,6970.0
2010 General Election, Liberal Democrats,0,streatham,2010-05-06,2009-05-06,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2010 General Election, Labour Party,0,streatham,2010-05-06,2009-05-06,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2010 General Election, Conservative Party,7,streatham,2010-05-06,2009-05-06,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2010 General Election, Liberal Democrats,2,streatham,2010-05-06,2009-05-06,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2010 General Election, Liberal Democrats,1,streatham,2010-05-06,2009-05-06,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2010 General Election, Labour Party,1,streatham,2010-05-06,2009-05-06,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2010 General Election, Green Party,24,streatham,2010-05-06,2009-05-06,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2015 General Election, UK Independence Party,9,streatham,2015-05-07,2014-05-07,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2015 General Election, Green Party,6,streatham,2015-05-07,2014-05-07,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2015 General Election, Green Party,26,streatham,2015-05-07,2014-05-07,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2015 General Election, Green Party,5,streatham,2015-05-07,2014-05-07,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2015 General Election, UK Independence Party,0,streatham,2015-05-07,2014-05-07,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2015 General Election, UK Independence Party,1,streatham,2015-05-07,2014-05-07,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2015 General Election, Labour Party,1,streatham,2015-05-07,2014-05-07,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2017 General Election, Labour Party,0,streatham,2017-06-08,2016-06-08,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2017 General Election, Green Party,1,streatham,2017-06-08,2016-06-08,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2017 General Election, Conservative Party,0,streatham,2017-06-08,2016-06-08,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2017 General Election, Green Party,11,streatham,2017-06-08,2016-06-08,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2017 General Election, Labour Party,4,streatham,2017-06-08,2016-06-08,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2017 General Election, Labour Party,2,streatham,2017-06-08,2016-06-08,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2017 General Election, Liberal Democrats,1,streatham,2017-06-08,2016-06-08,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2019 General Election, Liberal Democrats,0,streatham,2019-12-12,2018-12-12,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2019 General Election, Labour Party,3,streatham,2019-12-12,2018-12-12,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2019 General Election, Labour Party,4,streatham,2019-12-12,2018-12-12,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2019 General Election, Labour Party,5,streatham,2019-12-12,2018-12-12,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2019 General Election, Labour Party,7,streatham,2019-12-12,2018-12-12,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2019 General Election, Labour Party,14,streatham,2019-12-12,2018-12-12,10.883333333333331,7.041666666666667,14.641666666666671,57.416666666666664,13.900000000000002,1013.6166666666664,7185.0
2010 General Election, Labour Party,0,sittingbourne and sheppey,2010-05-06,2009-05-06,10.516666666666667,7.291666666666667,13.65,48.666666666666664,19.366666666666667,1013.95,9480.0
2010 General Election, Liberal Democrats,0,sittingbourne and sheppey,2010-05-06,2009-05-06,10.516666666666667,7.291666666666667,13.65,48.666666666666664,19.366666666666667,1013.95,9480.0
2010 General Election, UK Independence Party,0,sittingbourne and sheppey,2010-05-06,2009-05-06,10.516666666666667,7.291666666666667,13.65,48.666666666666664,19.366666666666667,1013.95,9480.0
2010 General Election, Conservative Party,8,sittingbourne and sheppey,2010-05-06,2009-05-06,10.516666666666667,7.291666666666667,13.65,48.666666666666664,19.366666666666667,1013.95,9480.0
2015 General Election, UK Independence Party,1,sittingbourne and sheppey,2015-05-07,2014-05-07,10.516666666666667,7.291666666666667,13.65,48.666666666666664,19.366666666666667,1013.95,9480.0
2017 General Election, Conservative Party,1,sittingbourne and sheppey,2017-06-08,2016-06-08,10.516666666666667,7.291666666666667,13.65,48.666666666666664,19.366666666666667,1013.95,9480.0
2017 General Election, Conservative Party,0,sittingbourne and sheppey,2017-06-08,2016-06-08,10.516666666666667,7.291666666666667,13.65,48.666666666666664,19.366666666666667,1013.95,9480.0
2017 General Election, Labour Party,1,sittingbourne and sheppey,2017-06-08,2016-06-08,10.516666666666667,7.291666666666667,13.65,48.666666666666664,19.366666666666667,1013.95,9480.0
2017 General Election, Liberal Democrats,0,sittingbourne and sheppey,2017-06-08,2016-06-08,10.516666666666667,7.291666666666667,13.65,48.666666666666664,19.366666666666667,1013.95,9480.0
2017 General Election, Conservative Party,2,sittingbourne and sheppey,2017-06-08,2016-06-08,10.516666666666667,7.291666666666667,13.65,48.666666666666664,19.366666666666667,1013.95,9480.0
2019 General Election, Conservative Party,0,sittingbourne and sheppey,2019-12-12,2018-12-12,10.516666666666667,7.291666666666667,13.65,48.666666666666664,19.366666666666667,1013.95,9480.0
2019 General Election, Green Party,22,sittingbourne and sheppey,2019-12-12,2018-12-12,10.516666666666667,7.291666666666667,13.65,48.666666666666664,19.366666666666667,1013.95,9480.0
2019 General Election, Liberal Democrats,7,sittingbourne and sheppey,2019-12-12,2018-12-12,10.516666666666667,7.291666666666667,13.65,48.666666666666664,19.366666666666667,1013.95,9480.0
2019 General Election, Labour Party,4,sittingbourne and sheppey,2019-12-12,2018-12-12,10.516666666666667,7.291666666666667,13.65,48.666666666666664,19.366666666666667,1013.95,9480.0
2019 General Election, Labour Party,5,sittingbourne and sheppey,2019-12-12,2018-12-12,10.516666666666667,7.291666666666667,13.65,48.666666666666664,19.366666666666667,1013.95,9480.0
2019 General Election, Liberal Democrats,9,sittingbourne and sheppey,2019-12-12,2018-12-12,10.516666666666667,7.291666666666667,13.65,48.666666666666664,19.366666666666667,1013.95,9480.0
2010 General Election, Conservative Party,4,sherwood,2010-05-06,2009-05-06,9.766666666666667,6.325,13.108333333333334,48.083333333333336,18.12222222222222,1012.9000000000001,7885.0
2010 General Election, Labour Party,0,sherwood,2010-05-06,2009-05-06,9.766666666666667,6.325,13.108333333333334,48.083333333333336,18.12222222222222,1012.9000000000001,7885.0
2010 General Election, UK Independence Party,0,sherwood,2010-05-06,2009-05-06,9.766666666666667,6.325,13.108333333333334,48.083333333333336,18.12222222222222,1012.9000000000001,7885.0
2019 General Election, Conservative Party,0,sherwood,2019-12-12,2018-12-12,9.766666666666667,6.325,13.108333333333334,48.083333333333336,18.12222222222222,1012.9000000000001,7885.0
2019 General Election, Labour Party,0,sherwood,2019-12-12,2018-12-12,9.766666666666667,6.325,13.108333333333334,48.083333333333336,18.12222222222222,1012.9000000000001,7885.0
2019 General Election, Labour Party,3,sherwood,2019-12-12,2018-12-12,9.766666666666667,6.325,13.108333333333334,48.083333333333336,18.12222222222222,1012.9000000000001,7885.0
2010 General Election, Conservative Party,1,stretford and urmston,2010-05-06,2009-05-06,9.241666666666667,5.2749999999999995,13.216666666666667,51.666666666666664,13.14,1013.025,6970.0
2015 General Election, Labour Party,2,stretford and urmston,2015-05-07,2014-05-07,9.241666666666667,5.2749999999999995,13.216666666666667,51.666666666666664,13.14,1013.025,6970.0
2010 General Election, Liberal Democrats,3,skipton and ripon,2010-05-06,2009-05-06,9.008333333333333,5.116666666666667,12.841666666666667,59.833333333333336,14.149999999999999,1012.4000000000001,6800.0
2010 General Election, Labour Party,3,skipton and ripon,2010-05-06,2009-05-06,9.008333333333333,5.116666666666667,12.841666666666667,59.833333333333336,14.149999999999999,1012.4000000000001,6800.0
2010 General Election, UK Independence Party,0,skipton and ripon,2010-05-06,2009-05-06,9.008333333333333,5.116666666666667,12.841666666666667,59.833333333333336,14.149999999999999,1012.4000000000001,6800.0
2010 General Election, Liberal Democrats,1,skipton and ripon,2010-05-06,2009-05-06,9.008333333333333,5.116666666666667,12.841666666666667,59.833333333333336,14.149999999999999,1012.4000000000001,6800.0
